ID,Probability
45,0.7963231736816643
61,0.7913826254151373
68,0.8770748212461695
76,0.30491873856420193
100,0.5561589025435839
103,0.2725956317123205
109,0.7163511187607573
114,0.22180995475113122
125,0.8007679180887372
128,0.5768712070128119
132,0.3666077738515901
134,0.7178423236514523
136,0.4559149313247674
139,0.6246317856641885
146,0.3356689292752354
150,0.5771197273114614
154,0.6006359300476948
155,0.9347739314868007
158,0.6157064692629546
164,0.6184247938584021
167,0.6548097742035262
171,0.5806930693069307
174,0.5716272600834492
176,0.700815494393476
179,0.6727307915618347
182,0.313871723844023
183,0.4396551724137931
184,0.26105645238322667
186,0.23076923076923078
187,0.7791811846689896
189,0.6893424036281179
190,0.7622694048033415
191,0.27178350635716786
192,0.32957524908232827
194,0.7159003339326997
195,0.5670900055218111
197,0.7811664641555286
200,0.7057272042200452
203,0.706308610400682
205,0.6615008156606852
208,0.6941996310719409
212,0.9015659052385181
213,0.31210191082802546
216,0.23336534504047193
217,0.810136351942372
218,0.7891559530463946
220,0.5805232558139535
221,0.5642000584966365
222,0.45374094931617054
224,0.4233576642335766
225,0.6717825038368779
226,0.5007320644216691
228,0.4824016563146998
232,0.706447963800905
233,0.34574934268185803
234,0.45740498034076016
235,0.8096903096903096
236,0.8492490790592235
238,0.7243523316062176
240,0.1943649885583524
241,0.9519307662071863
242,0.9758941390343936
243,0.4993093922651934
244,0.35629177564661435
246,0.7978828650573803
247,0.46979166666666666
248,0.5493589743589744
249,0.5077844311377245
251,0.5835694050991501
253,0.764346538319141
254,0.6814968097947922
255,0.6300268096514745
256,0.6121747668139421
258,0.6412556053811659
259,0.5282555282555282
260,0.6523046092184369
261,0.716931216931217
262,0.7582003546099291
263,0.6486129458388376
264,0.7057165861513688
265,0.8200565441543323
268,0.42970991393050684
269,0.5865384615384616
270,0.4548254620123203
271,0.6314639475600874
273,0.3880449141347424
274,0.3333333333333333
275,0.5440950920245399
278,0.5916892502258356
279,0.4266666666666667
280,0.4893709327548807
281,0.8958060288335518
282,0.9170660412630434
283,0.6861878453038674
286,0.40288315629742033
288,0.7609467455621302
289,0.5431885488647581
290,0.48358585858585856
291,0.7259786476868327
292,0.4326309067688378
293,0.7167611846250788
294,0.6840921866216976
297,0.7785087719298246
298,0.6561085972850679
299,0.8364517048152721
300,0.8615968327284724
302,0.24554234769687963
303,0.795834699901607
305,0.643581081081081
306,0.5802310654685494
307,0.773094688221709
308,0.738430583501006
309,0.8887530168946098
310,0.9129485274045316
311,0.2508849959154035
312,0.2108490566037736
313,0.29713804713804715
314,0.3799621928166352
315,0.5347517730496454
316,0.5820298290287377
317,0.2485294117647059
318,0.3646640826873385
319,0.5383936451897617
320,0.3889798145117294
321,0.7632174449701707
322,0.789381153305204
323,0.35037768739105174
324,0.39626666666666666
325,0.6404580152671756
326,0.5910249872514024
327,0.5995575221238938
328,0.5807730426164519
329,0.6288659793814433
330,0.5057683433317951
331,0.4385245901639344
332,0.5301507537688442
333,0.8315888142477738
335,0.0
336,0.799446548208564
337,0.18520390967307043
338,0.2571921749136939
339,0.6951909476661952
340,0.73894466994232
341,0.43520309477756286
342,0.2843240956209012
343,0.5264765784114053
344,0.4537037037037037
345,0.4172229639519359
346,0.36329787234042554
347,0.7684329199549041
348,0.8090653830726033
349,0.28066825775656323
350,0.36821471652593485
351,0.720467032967033
352,0.7284527518172378
353,0.8413381590531155
354,0.8570800351802991
355,0.8657509394842555
356,0.8250232270052648
357,0.6640266777824093
358,0.7326343381389253
359,0.628053585500394
360,0.6431127012522362
361,0.8847939640162508
362,0.8491860465116279
363,0.43468013468013467
364,0.34476843910806176
365,0.7658380112269446
366,0.7588152327221439
367,0.7632135306553911
368,0.8150851581508516
369,0.7097772277227723
370,0.6075067024128686
371,0.7259580621836587
372,0.4822222222222222
373,0.5942509673852957
374,0.7150192554557124
375,0.32281119714115547
376,0.38162226878180183
377,0.5573144104803494
378,0.4996953077391834
379,0.8334914611005693
380,0.8284795426121137
381,0.4318734793187348
382,0.35064935064935066
383,0.7559808612440191
384,0.6852164137155705
385,0.2759618166039919
386,0.17394002068252326
387,0.7629469790382244
388,0.7737445414847162
389,0.8
390,0.7703559239395417
391,0.7156778446546288
392,0.7491754903662559
393,0.5676470588235294
394,0.4293291731669267
396,0.2541756618566072
397,0.4515879163439194
398,0.41047120418848165
