ID,Population
45,0.002560190701359301
61,0.005882609807676712
68,0.021252721408832026
76,0.00327475546309177
100,0.008369404346768307
103,0.001982768569521469
109,0.006629632633200876
114,0.00344806007997355
125,0.005698095949545548
128,0.004715094227806092
132,0.0010777441782125101
134,0.00932920781270469
136,0.0018908527912765202
139,0.019188174114021572
146,0.0056258694472343
150,0.005015014534974392
154,0.006803522080060884
155,0.05936852788157427
158,0.004061059368820297
164,0.0028238515498774197
167,0.016195501643762125
171,0.0012551426049418914
174,0.005269220632177813
176,0.004721819772555723
179,0.0031557425625222237
182,0.0011425628341328608
183,0.0028489017672782167
184,0.002274891143646719
186,0.0009249086105687354
187,0.010135883296008185
189,0.0031754318384559243
190,0.0036327688814307905
191,0.0023138798088619674
192,0.0027757980199996255
194,0.004496660230937662
195,0.0017958179198143515
197,0.01772181041527607
200,0.0028108878186933494
203,0.003951988577880638
205,0.003872354229178493
208,0.0034440637417889873
212,0.01639707304292496
213,0.00030635343692881603
216,0.002027020704540776
217,0.006693086685838693
218,0.010272441095924593
220,0.0023154393554705778
221,0.0012676189778107708
222,0.0003431002538941879
224,0.0004317994672588785
225,0.005872375283057709
226,0.00048277714702781607
228,0.006864929227774901
232,0.003028542042257475
233,0.002209390186085101
234,0.001859564387441283
235,0.004278713592384422
236,0.00232206742855717
238,0.0013250297873402244
240,0.0023209952402637505
241,0.09438990146784527
242,0.09766407210095882
243,0.0015952212372818974
244,0.0015476550657192942
246,0.014054244150140671
247,0.002932922340817078
248,0.0014000829678795781
249,0.0018569326525392537
251,0.0032872318359606495
253,0.011375917793179167
254,0.005939240843901861
255,0.0008714941392238448
256,0.002782426093086218
258,0.002374897069923832
259,0.000261419000268242
260,0.0006933159391901586
261,0.0015482398956975227
262,0.003435973593756823
263,0.006311290181718371
264,0.006068195854101296
265,0.00798731542765887
268,0.0017879227151082638
269,0.0021244923675788974
270,0.00011647863733055527
271,0.00026687741339837684
273,0.0016633539297455445
274,0.0005328775818294106
275,0.0016155928148568648
278,0.0020347209659207876
279,0.000801022126847283
280,0.001530012694709394
281,0.010051375364154133
282,0.028518259171693604
283,0.0012876006687335857
286,0.0017226167008727222
288,0.004210678371583813
289,0.003161590862304511
290,0.0012245365027479212
291,0.00010234524619002763
292,0.0004494418382687785
293,0.002116889577861924
294,0.0016194916813783897
297,0.01233991254062619
298,0.000625475661715626
299,0.0077382753285964705
300,0.004119542366643169
302,0.001173948709631136
303,0.0072630034996225895
305,0.0010659501069848973
306,0.0010224777452698952
307,0.0011404184575460222
308,0.0038663109860701296
309,0.022811780659126778
310,0.020363877313587395
311,0.0021150376162641996
312,0.0012044573401620681
313,0.0004381351253563564
314,0.000824317854313394
315,0.001498626819211119
316,0.0020184431981934213
317,0.0004155216995315122
318,0.0031950236427265863
319,0.0026424567849634754
320,0.001707898479753966
321,0.004949123690760622
322,0.002668481718994654
323,0.0021646506927506036
324,0.0006573488955290918
325,0.0012818498406143367
326,0.0021357990804913196
327,0.0012089410366618216
328,0.0001117025258416873
329,0.0007167091383193078
330,0.0010641956170502113
331,0.0004676690392569072
332,0.0011304763479161339
333,0.005764376680411471
335,2.144376586838674e-06
336,0.008222514550569859
337,0.0012598212447677212
338,0.0005545162910238735
339,0.0014564215891156123
340,0.004898146010991685
341,0.0002761372213869984
342,0.000496325708190115
343,0.0006957527307661117
344,0.0003455370454701409
345,0.0013715237706094085
346,0.00065432727397491
347,0.003249997660680087
348,0.0018182364023131194
349,0.0010513293575291792
350,0.002112893239677361
351,0.0026655575691035102
352,0.004245475755288422
353,0.012369348982863702
354,0.02315302895142324
355,0.0035171674890675784
356,0.004331543233751084
357,0.003481687803721702
358,0.0038563688764402413
359,0.0006507208224424996
360,0.001615690286519903
361,0.008380126229702502
362,0.009043908254992109
363,0.001273272334266982
364,0.00027370042981104536
365,0.0035399758582184988
366,0.006044412768319994
367,0.0010502571692357597
368,0.0005735232653163073
369,0.002253252434452256
370,0.0019835483428257738
371,0.0026770592253420084
372,0.002892958958971448
373,0.001760923064446704
374,0.003707042288665839
375,0.0010365136647473847
376,0.0013089469629389344
377,0.0020691284629732443
378,0.00018529363143546907
379,0.003835120053897931
380,0.010449449636001822
381,0.0010413872478992907
382,0.00020127898417372103
383,0.0007299652844924923
384,0.001390433273238804
385,0.0009136993693193515
386,0.000716026836678041
387,0.0022294693486709545
388,0.002383084689619034
389,0.003213055900388639
390,0.010577917287886067
391,0.004155996768619427
392,0.0071543225953350845
393,0.0009030749580481962
394,0.0012392547238666775
396,0.0018139476491394423
397,0.00157484965970693
398,0.00031171437839591274
