ID,Probability
0,0.874084267541886
1,0.8364107106657817
2,0.9415662612944203
3,0.8958892243936987
4,0.6088188346009344
5,0.38210116258789906
6,0.6689467717319605
7,0.8784863760970276
8,0.884557858133154
9,0.8475726280955536
10,0.368396027323288
11,0.5333320075734571
12,0.914827892896139
13,0.8024469966750982
14,0.3503767257426996
15,0.7844018649648629
16,0.6678485279523247
17,0.6757604661943841
18,0.3790236919030196
19,0.828428561738478
20,0.821932345238004
21,0.6345045970963157
22,0.8635795700124892
23,0.4830815454232126
24,0.9111896995181584
25,0.7557362288117003
26,0.8683539169435653
27,0.5188183634853529
28,0.5682904107081101
29,0.855930368299707
30,0.8882902205677718
31,0.7700262876945888
32,0.7375485870231515
33,0.89688319362954
34,0.8989823248605947
35,0.6440444826456059
36,0.8055868017315453
37,0.2659854673752033
38,0.9279067434629096
39,0.8286657258079267
40,0.8703245942496838
41,0.44143894032527803
42,0.841461930793819
43,0.8345032478463279
44,0.22664892356128571
45,0.8003465929670512
46,0.8860038389904646
47,0.8565653554050827
48,0.9136708673754986
49,0.8991103893169019
50,0.6185720810968143
51,0.8012863963609275
52,0.58868793185397
53,0.9341328118968242
54,0.36544002808614384
55,0.3596417378341095
56,0.3819431120806106
57,0.8954575657275402
58,0.5449851343881676
59,0.9168631539703243
60,0.48140804092202316
61,0.8499320771691999
62,0.6070404859741234
63,0.8908235221186473
64,0.910383331496122
65,0.4342099964400586
66,0.552757689296459
67,0.9252863330671107
68,0.6265151923141511
69,0.820871691577349
70,0.47664081608526127
71,0.8763448363629811
72,0.29667912046951
73,0.8727322541290029
74,0.9434148250690283
75,0.6192277390733735
76,0.8213892110854522
77,0.5665570118062754
78,0.6954362919046161
79,0.8975433708624582
80,0.8788491575764003
81,0.9108458813442584
82,0.9106062788564107
83,0.7837068519702631
84,0.832192960106193
85,0.8546318578883241
86,0.682053636284779
87,0.63235745367422
88,0.9222104714747794
89,0.8156812329122476
90,0.5847379006032684
91,0.5779879822584882
92,0.39220583929172764
93,0.9065803872560173
94,0.6517988044583264
95,0.433543210335967
96,0.8663292845451869
97,0.6857997143226712
98,0.8518230880489159
99,0.592818559700991
100,0.8730610787649656
101,0.8351391272910295
102,0.9410544503469543
103,0.8950219420433757
104,0.606610225755313
105,0.3799162383691879
106,0.6668919014338206
107,0.8774939452709257
108,0.8836084446880904
109,0.8463718705435853
110,0.3662430207569685
111,0.5310255018491691
112,0.9141032504176319
113,0.8009742321141062
114,0.34827096035192373
115,0.7828309808483617
116,0.6657902465300779
117,0.6737272609053482
118,0.376845632793917
119,0.827107758179821
120,0.8205723635242608
121,0.6323534359481068
122,0.8624844497068658
123,0.48076847336658407
124,0.9104371337732692
125,0.7540219786189686
126,0.8672912331871552
127,0.5165051546155489
128,0.5660160904658053
129,0.8547841692072229
130,0.8873675941134387
131,0.768381589217876
132,0.7357513261785158
133,0.8960232304289123
134,0.8981378795531444
135,0.6419177824079372
136,0.8041317310552636
137,0.2641806353736693
138,0.9272845308615594
139,0.8273463674956082
140,0.869275423532311
141,0.4391558637123255
142,0.8402221102896393
143,0.8332197941714193
144,0.22502917846793435
145,0.7988620947358056
146,0.8850647723233737
147,0.8554233548661229
148,0.9129373177810017
149,0.8982668934017767
150,0.6163838415246663
151,0.7998071380463175
152,0.5864428700215173
153,0.9335604868803487
154,0.3632943603377411
155,0.35751093390040634
156,0.3797585361746994
157,0.8945871105980112
158,0.5426868380865612
159,0.9161542404085119
160,0.47909555517685115
161,0.8487465894552932
162,0.6048283536885282
163,0.8899192256959662
164,0.9096246104328565
165,0.43193539553106275
166,0.5504662690902555
167,0.9246433412552183
168,0.6243448481045203
169,0.8195053880737099
170,0.47433028482993433
171,0.8753373970742532
172,0.2947496508099964
173,0.8716996915343163
174,0.942918223787171
175,0.6170409322455522
176,0.8200259895141804
177,0.5642805612846523
178,0.693470501154525
179,0.8966882791440063
180,0.8778592777221409
181,0.9100906896122752
182,0.9098492584175375
183,0.7821323103938983
184,0.8308952204340538
185,0.8534770964972425
186,0.680041208813938
187,0.6302010204645268
188,0.9215432530859738
189,0.8142842961066555
190,0.5824865695823654
191,0.5757266089344163
192,0.3899996039699821
193,0.9057928011040306
194,0.6496932341586276
195,0.4312694398996313
196,0.8652527934872157
197,0.6838000052392029
198,0.8506499137342981
199,0.5905803636706113
200,0.8720307928370956
201,0.8338596231859217
202,0.940538439637135
203,0.894148288529778
204,0.6043972498255227
205,0.37773617019341527
206,0.6648306670441414
207,0.876494548557164
208,0.8826522589700452
209,0.8451633819407164
210,0.3640953434727935
211,0.5287176698213119
212,0.9133730264960904
213,0.7994932314831626
214,0.3461711066747376
215,0.7812518429056954
216,0.6637256325956686
217,0.6716875003024718
218,0.37467253811027235
219,0.8257789250580682
220,0.8192042797475484
221,0.6301969929537181
222,0.8613819493930346
223,0.478456225391696
224,0.9096788230241359
225,0.7522996409411927
226,0.8662212927228322
227,0.5141912382145418
228,0.5637389865913044
229,0.8536304105143104
230,0.8864383217363837
231,0.7667286916651097
232,0.7339461974205346
233,0.8951569337602974
234,0.8972871817325173
235,0.6397854825418351
236,0.8026684376505279
237,0.2623836722574028
238,0.9266573726112983
239,0.8260189825377153
240,0.8682190495462512
241,0.436875359503632
242,0.8389744494053689
243,0.8319283917527578
244,0.22341766476303715
245,0.797369353237215
246,0.8841189816669859
247,0.8542738088032692
248,0.912198134106975
249,0.8974171499717444
250,0.6141908780512503
251,0.798319639514396
252,0.5841942094516314
253,0.932983545658873
254,0.36115412064087793
255,0.35538574816221596
256,0.377578821906769
257,0.8937102680622981
258,0.5403867232714679
259,0.9154398394044687
260,0.47678396495797176
261,0.8475534165054842
262,0.60261192053036
263,0.889008372323412
264,0.9088601088861417
265,0.42966366142277995
266,0.548172705234574
267,0.9239952703475511
268,0.6221694977693515
269,0.8181309720174121
270,0.4720208522625735
271,0.8743229270907391
272,0.29282750503632027
273,0.8706599929957582
274,0.9424175302581907
275,0.6148493779273151
276,0.8186546604615275
277,0.5620013978159548
278,0.6914976508726032
279,0.8958268792204587
280,0.8768624431377686
281,0.9093297377143074
282,0.9090864672766902
283,0.7805495162643943
284,0.8295894997823136
285,0.852314747185077
286,0.6780220568138254
287,0.6280393786751526
288,0.9208708028593956
289,0.8128792007970249
290,0.5802317950673496
291,0.5734620604160724
292,0.3877978607384005
293,0.9049992708957493
294,0.6475818156974175
295,0.42899856323850044
296,0.8641689923719397
297,0.6817934743834416
298,0.8494690923659515
299,0.5883384080412879
300,0.8709933803347356
301,0.8325721795347671
302,0.9400181996771341
303,0.8932682312959231
304,0.6021799890940303
305,0.37556103513179384
306,0.6627631278179422
307,0.8754881556983597
308,0.881689269733154
309,0.8439471397450762
310,0.3619530675301324
311,0.5264086094673194
312,0.9126371880975159
313,0.7980039895912602
314,0.34407722958398534
315,0.7796644542161267
316,0.6616547458891082
317,0.6696412405887762
318,0.372504483834438
319,0.824442046475798
320,0.8178280805257431
321,0.6280353415173274
322,0.860272042010721
323,0.47614490023101413
324,0.908914734150093
325,0.7505692328463718
326,0.8651440673530089
327,0.511876713300627
328,0.56145919186821
329,0.8524690671899622
330,0.8855023716799866
331,0.7650676050362057
332,0.7321332269447808
333,0.8942842709865997
334,0.8964301986116573
335,0.6376476527681493
336,0.8011969149481192
337,0.26059460328785766
338,0.9260252367475422
339,0.8246835549473
340,0.8671554436548253
341,0.4345975210523774
342,0.8377189275851692
343,0.830629022453793
344,0.22181438848910884
345,0.7958683642133212
346,0.8831664355686165
347,0.853116692007724
348,0.9114532832822465
349,0.8965611262314521
350,0.6119932697755276
351,0.7968238960886513
352,0.5819420382138266
353,0.9324019572167412
354,0.3590193799205712
355,0.35326624926740136
356,0.375404046292642
357,0.8928270056000143
358,0.5380848866060481
359,0.9147199180116418
360,0.47447336888525166
361,0.8463525350477865
362,0.6003912693365581
363,0.8880909299412258
364,0.9080897937280039
365,0.42739488600196085
366,0.5458770932821144
367,0.9233420880670338
368,0.6199892176426093
369,0.8167484304481678
370,0.46971261663401986
371,0.8733013965487013
372,0.29091272354456654
373,0.869613129364964
374,0.9419127154432557
375,0.612653154995138
376,0.817275210761003
377,0.5597196145286267
378,0.6895177880808341
379,0.8949591384047314
380,0.8758586235015012
381,0.9085629925260498
382,0.9083178723074881
383,0.7789584729898165
384,0.8282757808525532
385,0.8511447852894933
386,0.6759962336066341
387,0.6258726025118931
388,0.9201930882150556
389,0.8114659361299335
390,0.5779736661334499
391,0.5711944273950932
392,0.385600690087113
393,0.9041997635257667
394,0.6454646156620909
395,0.42673067209641247
396,0.8630778534715159
397,0.6797801733366114
398,0.8482806001020696
399,0.5860927797843821
400,0.8910548997898335
401,0.8576318817461086
402,0.9499624789827661
403,0.910222880941614
404,0.6471072848911114
405,0.4214945077845811
406,0.7042092743388239
407,0.8949350177215407
408,0.9002779305917209
409,0.8675750969492513
410,0.40730781262757115
411,0.5738371575928843
412,0.9267672692574587
413,0.8271635898593115
414,0.38855610633009224
415,0.8108439592217391
416,0.7031761047630171
417,0.7106111705666108
418,0.41831455514844607
419,0.8505001168254085
420,0.8446829168825328
421,0.6716349222237952
422,0.8817745053142213
423,0.5240560120040015
424,0.9235964821433132
425,0.7847291799452148
426,0.8859961411006656
427,0.5595428845847227
428,0.6079915336416648
429,0.8749978346152613
430,0.9035574606174985
431,0.7977769427852469
432,0.7680377166465971
433,0.9110935839159262
434,0.9129315195094891
435,0.6806933716924596
436,0.8299937876313586
437,0.2992044451027952
438,0.9381367129686279
439,0.8507122692868843
440,0.8877368659332269
441,0.48217601328385407
442,0.8621358508919919
443,0.8559292379864318
444,0.25667306166185727
445,0.8252687536346883
446,0.9015489235531285
447,0.8755609999316796
448,0.9257592726541466
449,0.91304361050123
450,0.6564445936241169
451,0.8261167314813466
452,0.6277419925967581
453,0.9435330707754994
454,0.40423941801453334
455,0.39821183611187094
456,0.42133127363679956
457,0.9098446712155495
458,0.5852653674856789
459,0.9285395145590267
460,0.5223840083341152
461,0.8696725335576483
462,0.645401618648625
463,0.9057812619587875
464,0.9228932309533381
465,0.4748470875119525
466,0.5928638823417992
467,0.9358624350748092
468,0.6640273890371277
469,0.8437320121031286
470,0.5176160198752412
471,0.8930480739394447
472,0.3319976017802269
473,0.8898621470768149
474,0.9515590918170814
475,0.6570712417060887
476,0.8441960215556809
477,0.6063071100682709
478,0.7290202035985458
479,0.9116717428529025
480,0.8952545467512499
481,0.92329665205885
482,0.9230876856163565
483,0.8102135624144959
484,0.8538656738628102
485,0.8738458510662156
486,0.7165116868955722
487,0.6695923194361767
488,0.9331905394883825
489,0.8390740990513618
490,0.6239274193782144
491,0.6173977063159792
492,0.43191275123707773
493,0.9195742546423359
494,0.6880360356186067
495,0.47417019624216283
496,0.8842066539840929
497,0.7200184338869807
498,0.8713524456500648
499,0.6317257737148448
500,0.8901522835211232
501,0.8564969500903742
502,0.949520266326403
503,0.9094629365509718
504,0.6449887968908153
505,0.41923716038415026
506,0.7022758666508363
507,0.894060726428045
508,0.8994431042909261
509,0.8665070928253582
510,0.40507324293864583
511,0.5715700289059824
